course_id,rating,difficulty,For Credit,Would Take Again,grade,Textbook,text,professor_name,department,Attendance,Online Class,cleaned_text,grade_cleaned,grade_numerical,professor_avg_rating,professor_review_count,professor_rating_std,professor_avg_difficulty,professor_difficulty_std,professor_avg_grade,professor_grade_std,course_avg_rating,course_avg_difficulty,course_avg_grade
ECON101,5.0,3.0,Yes,Yes,A-,Yes,"This class was fairly straightforward, but since 3 non-cumulative exams were each 30% of your grade, messing up on an exam would cost you a lot. Like in Econ 50, Olfati tells you exactly what questions will be on the exams, so as long as you know how to do those, you will do very well. There are literally zero curveballs. She is also funny!",Saman Olfati ,Economics department,Mandatory,Yes,class fairly straightforward since noncumulative exam grade messing exam would cost lot like econ olfati tell exactly question exam long know well literally zero curveballs also funny,A-,3.7,4.5625,8,0.49551560448255744,2.625,0.7440238091428449,3.7625,0.45019836897591187,4.333333333333333,2.761904761904762,3.685714285714286
MATH060,3.0,1.0,,,C-,No,"Lectures were relatively hard to follow, but he posts his lecture notes online so it's easy to pick up the material at your own pace. Tests were easy but homework sets were somewhat challenging. He is also very soft-spoken, so his lectures are hard to hear if you don't sit near the front. A great prof if you don't rely on lectures to learn",Sam Nelson ,Mathematics department,Mandatory,,lecture relatively hard follow post lecture note online easy pick material pace test easy homework set somewhat challenging also softspoken lecture hard hear dont sit near front great prof dont rely lecture learn,C-,1.7,3.1363636363636362,11,1.0509735746180562,2.3636363636363638,0.9244162777371755,3.5818181818181816,0.7386720271110607,3.0,1.0,1.7
MATH152,3.0,5.0,Yes,No,B,Yes,"Homeworks are hard, tedious, and weekly. What made the homeworks somewhat manageable was office hours and working on them with other students. But office hours were filled with more than half the class at times! Be prepared to spend 10-15 hours a week on his class. No easy A's until the final project which can boost your grade a bit.",Mark Huber ,Mathematics department,Mandatory,Yes,homework hard tedious weekly made homework somewhat manageable office hour working student office hour filled half class time prepared spend hour week class easy final project boost grade bit,B,3.0,3.142857142857143,7,1.5735915849388864,3.857142857142857,0.8997354108424375,3.3428571428571425,0.7913219801006895,3.0,5.0,3.0
FWS010,5.0,3.0,Yes,Yes,A-,No,"Took her for my FWS on Monsters. Great professor, she cares about you as a student as a person. She helped me improve my writing so much, and made my GE so much more interesting. Manageable workload, but be ready to write about a page for every class plus reading.",Ellen Rentz ,Literature department,Mandatory,,took fws monster great professor care student person helped improve writing much made ge much interesting manageable workload ready write page every class plus reading,A-,3.7,5.0,4,0.0,2.5,0.5773502691896257,3.925,0.14999999999999997,4.44,2.92,3.784
CHEM121,2.0,1.0,Yes,No,A,No,"Fuc is funny and getting an A in pchem was easy - just two open note exams. That's it. And you're allowed to ask questions on them. However, it was grueling because I didn't learn single thing and all you rely on is notes. He doesn't really teach- just writes his notes on the board in barely legible handwriting and his office hours are his phone #",Anthony Fucaloro ,Chemistry department,Not Mandatory,,fuc funny getting pchem easy two open note exam thats youre allowed ask question however grueling didnt learn single thing rely note doesnt really teach writes note board barely legible handwriting office hour phone,A,4.0,3.0,5,1.4577379737113252,1.8,1.3038404810405297,3.8,0.3082207001484489,2.0,1.0,4.0
ECON086,5.0,3.0,Yes,,A,Yes,"Enjoyed the class very much.  Not sure what this ""ferocious"" stuff is.  Last semester his class of 30ish had like 10 As and 15 Bs if I remember right.  If you want easier classes go be a Psych major.",Ananda Ganguly ,Economics department,Mandatory,,enjoyed class much sure ferocious stuff last semester class ish like b remember right want easier class go psych major,A,4.0,4.25,10,0.716860438920219,3.5,0.5270462766947298,3.6,0.35590260840104393,4.5,3.5,3.5500000000000003
PHYS33,2.0,5.0,,,A,,"Terrible, does no explaining. just writes formulas on the board and speaks jibberish. sometimes falls asleep in class. often falls asleep if u meet with him",James Higdon ,Physics department,Mandatory,,terrible explaining writes formula board speaks jibberish sometimes fall asleep class often fall asleep u meet,A,4.0,3.2,5,1.7888543819998317,3.2,1.4832396974191326,3.94,0.13416407864998728,2.5,3.0,4.0
GOVT179,5.0,3.0,Yes,Yes,A,No,"gives good feedback on papers, really engaging and insightful discussions. reading heavy but all the choices were really interesting and not very difficult. pretty straightforward and easy grader if you do the readings and put in effort!",Michael Fortner ,Government department,Mandatory,,give good feedback paper really engaging insightful discussion reading heavy choice really interesting difficult pretty straightforward easy grader reading put effort,A,4.0,5.0,3,0.0,2.6666666666666665,0.5773502691896257,4.0,0.0,5.0,3.0,4.0
FHS010,4.0,4.0,Yes,,A-,Yes,"Prof. Espinosa is very knowledgable and sophisticated. He assignes more readings and papers than average, but he also gives very detailed feedbacks. He corrects all the papers very thoroughly and I feel like I come out of this class a better writer. He is a tough grader, rarely gives out A or A-, mostly B+.",Gaston Espinosa ,Religious Studies department,Mandatory,,prof espinosa knowledgable sophisticated assignes reading paper average also give detailed feedback corrects paper thoroughly feel like come class better writer tough grader rarely give mostly b,A-,3.7,3.2,5,1.6431676725154984,3.4,0.8944271909999159,3.6799999999999997,0.24899799195977482,3.7045454545454546,3.090909090909091,3.690909090909091
FHS010,5.0,3.0,Yes,Yes,A,No,"Professor Gilbert has been one of my favorite professors so far, taking my Freshman Humanities Seminar with him on Natures of the Self. He assigns quite a few papersoften requiring that you turn them in before discussing the book in classso be prepared to read. Very friendly and accessible; however, meaningful participation is required for an A.",Gary Gilbert ,Religious Studies department,Mandatory,,professor gilbert one favorite professor far taking freshman humanity seminar nature self assigns quite papersoften requiring turn discussing book classso prepared read friendly accessible however meaningful participation required,A,4.0,4.777777777777778,9,0.44095855184409843,3.2222222222222223,0.6666666666666666,3.8666666666666663,0.1581138830084188,3.7045454545454546,3.090909090909091,3.690909090909091
PHIL030,5.0,4.0,Yes,Yes,A,No,"Intro Phil. is A LOT of work, but it pays off. She makes you love philosophy, and really engages her students.  Looking back, I feel like I have learned so much in her class, from formulating arguments and ideas thoroughly and logically to breaking down complex arguments into pieces, to writing clearly and concisely.",Suzanne Obdrzalek ,Philosophy department,Mandatory,,intro phil lot work pay make love philosophy really engages student looking back feel like learned much class formulating argument idea thoroughly logically breaking complex argument piece writing clearly concisely,A,4.0,3.8,5,1.0954451150103321,4.2,1.3038404810405297,3.28,0.5848076606885378,4.111111111111111,3.888888888888889,3.411111111111111
ECON050,5.0,3.0,Yes,Yes,A-,Yes,"Prof Evans is a god! Prior to econ 50, I had never taken econ before. Her class was well-structured, entertaining, and engaging. Her homeworks can be tough because a lot of her notes is theory and not application, but the tutoring sessions are incredibly helpful. She is very approachable and helpful during office hours as well.",Mary Evans ,Economics department,Mandatory,,prof evans god prior econ never taken econ class wellstructured entertaining engaging homework tough lot note theory application tutoring session incredibly helpful approachable helpful office hour well,A-,3.7,4.5,11,0.806225774829855,3.4545454545454546,0.8201995322647244,3.4,0.6913754406977441,4.21875,3.3125,3.44375
PSYC040,4.0,4.0,Yes,No,B,Yes,"The material of the cognitive class is interesting and the class is organised. But her grading is unnecessarily hard, and all midterms are cummulative. I would not recommend to take this as a GE, altough it does not require intro to psych.",Sharda Umanath ,Psychology department,Mandatory,,material cognitive class interesting class organised grading unnecessarily hard midterm cummulative would recommend take ge altough require intro psych,B,3.0,4.75,4,0.4999999999999999,4.25,0.5,3.5,0.5773502691896257,4.666666666666667,4.0,3.3333333333333335
BIO148,5.0,4.0,Yes,Yes,A,Yes,"Prof. Chen is one of the most genuinely kind and caring professors at Keck! She starts off the semester trying her best to learn everyone's style of learning and often goes out of her way to cater to each unique learning style. She's intelligent and honest, and challenges her students in the best ways possible. Definitely loved her and her classes!",Audrey Chen ,Biology department,Mandatory,,prof chen one genuinely kind caring professor keck start semester trying best learn everyones style learning often go way cater unique learning style shes intelligent honest challenge student best way possible definitely loved class,A,4.0,5.0,1,0.0,4.0,0.0,4.0,0.0,5.0,4.0,4.0
CALC2,2.0,2.0,Yes,No,A,Yes,"Given the online learning circumstances, Prof O'Neill made this semester's course-load very light and we had a few take-home tests. However, in a normal setting, this class would've been very hard, especially because he is very confusing when he explains the material.",Michael O'Neill ,Mathematics department,Mandatory,,given online learning circumstance prof oneill made semester courseload light takehome test however normal setting class wouldve hard especially confusing explains material,A,4.0,3.8666666666666667,15,1.5055453054181618,2.7333333333333334,1.3345232785352157,3.4866666666666664,0.9455660939856283,4.25,2.25,4.0
PSYC37,1.5,4.0,Yes,,B+,Yes,"I took the class because a number of alums told me that this was the best class they took at CMC. Ended up being the worst class I ever took in college - workload and difficulty aside, the class was boring and I didn't learn anything. I'm assuming the org psych class that the alums were talking about is at one of the other 5Cs or a different prof.",Ron Riggio ,Psychology department,,,took class number alum told best class took cmc ended worst class ever took college workload difficulty aside class boring didnt learn anything im assuming org psych class alum talking one c different prof,B+,3.3,3.3,5,1.9235384061671346,2.8,1.3038404810405297,3.2600000000000002,0.6580273550544841,3.875,2.5,3.4
GOV20,5.0,4.0,Yes,Yes,A-,Yes,"I loved having Prof Muravchik! She is kind and encouraging to all her students. Shes easy to access outside of class, and is willing to work with her students! I totally recommend taking a class with her if possible, especially at the Intro level since she is willing to meet students where they are in terms of their previous governmental knowledge",Stephanie Muravchik ,Government department,,,loved prof muravchik kind encouraging student shes easy access outside class willing work student totally recommend taking class possible especially intro level since willing meet student term previous governmental knowledge,A-,3.7,4.714285714285714,7,0.7559289460184545,2.857142857142857,0.6900655593423543,3.957142857142857,0.11338934190276814,4.264705882352941,3.0,3.6705882352941175
PHYS033,1.0,4.0,Yes,No,B-,Yes,"Professor Wells goes on rambling lectures, never answers questions, makes things more confusing than they should be, and will jump at every opportunity to talk about his horses. 3/2 majors, don't take physics with him! You can catch him outside class for awkward, silent meetings. Terrible teacher, no help at all.",James Wells ,Physics department,Mandatory,,professor well go rambling lecture never answer question make thing confusing jump every opportunity talk horse major dont take physic catch outside class awkward silent meeting terrible teacher help,B-,2.7,3.0,3,2.0,4.333333333333333,0.5773502691896258,3.1333333333333333,0.5131601439446885,3.6666666666666665,3.6666666666666665,3.5666666666666664
HIST100,4.5,4.0,Yes,,A,Yes,"Hopper's class was engaging and challenging. He grades essays harshly but is very willing to help if you go in to talk to him. He seems excited about the subject matter and will talk about it. A lot of the assignments are rather open ended, but, like I said, he is happy to explain. I would definitely take a class from him.",Ian Hopper ,History department,,,hopper class engaging challenging grade essay harshly willing help go talk seems excited subject matter talk lot assignment rather open ended like said happy explain would definitely take class,A,4.0,4.5,1,0.0,4.0,0.0,4.0,0.0,4.875,3.25,3.85
ECON102,5.0,3.0,Yes,,A,No,Great class. Prof burdekin is a really nice professor and if you work hard enough and study your notes it's possible to get an A in the class. Extremely helpful in office hours. Wants students to do well,Richard Burdekin ,Economics department,Mandatory,,great class prof burdekin really nice professor work hard enough study note possible get class extremely helpful office hour want student well,A,4.0,4.916666666666667,6,0.2041241452319315,3.0,0.0,3.8333333333333335,0.28751811537130445,3.611111111111111,3.888888888888889,3.2666666666666666
ECON50,1.5,5.0,,,C,,"he was funny in class, but unclear and the test material came out of nowhere...he is also too focused on math.  nice guy though",Colin Wright ,Economics department,Mandatory,,funny class unclear test material came nowherehe also focused math nice guy though,C,2.0,2.25,2,1.0606601717798212,4.5,0.7071067811865476,2.35,0.4949747468305834,3.642857142857143,4.0,3.057142857142857
MATH32H,5.0,4.0,Yes,Yes,A-,Yes,"Love professor Aksoy! She is by far my favorite math teacher ever, as she really inspires me to love math. She cares about you as a student and as a person, and is always there for you. She teaches everything carefully and in details. If you want extra credits, type your homework in LaTeX. Also, the class is heavy on proofs.",Asuman Aksoy ,Mathematics department,Mandatory,,love professor aksoy far favorite math teacher ever really inspires love math care student person always teach everything carefully detail want extra credit type homework latex also class heavy proof,A-,3.7,3.9166666666666665,6,0.9174239296348591,3.6666666666666665,1.2110601416389968,3.733333333333333,0.3881580434135903,4.0,4.0,3.8000000000000003
CSCI036,5.0,2.0,Yes,Yes,A,Yes,"Professor Cannon had a very well structured class and grading rubric. There is a lot of HW, but the class is very easy if you attention and keep up with the material. I would say minimal to no coding experience is required to do well in this class.",Sarah Cannon ,Mathematics department,,,professor cannon well structured class grading rubric lot hw class easy attention keep material would say minimal coding experience required well class,A,4.0,5.0,4,0.0,3.25,1.2583057392117916,3.5,0.8124038404635961,5.0,2.0,4.0
GOV020,1.0,2.0,Yes,No,B+,Yes,"Avoid this professor at all costs. His lectures are beyond boring, and he reads directly from his notes the entire class without engaging students. I learned nothing, and if another government professor praises Abraham Lincoln for freeing slaves without providing adequate context to the situation, I will lose it.",Mark Blitz ,Government department,Mandatory,,avoid professor cost lecture beyond boring read directly note entire class without engaging student learned nothing another government professor praise abraham lincoln freeing slave without providing adequate context situation lose,B+,3.3,1.75,4,0.5,2.5,0.5773502691896257,3.75,0.33166247903554014,3.6153846153846154,2.8461538461538463,3.776923076923077
ECON171,3.0,3.0,Yes,,A,No,Evan's Environmental Econ class is more economic math and theory based that I would have initially thought. Be prepared to use a good deal of micro and do homeworks that are fairly challenging. There are assigned readings but if you can BS the participation on them you should be okay. Tests aren't particularly hard but aren't easy.,Mary Evans ,Economics department,Mandatory,,evans environmental econ class economic math theory based would initially thought prepared use good deal micro homework fairly challenging assigned reading b participation okay test arent particularly hard arent easy,A,4.0,4.5,11,0.806225774829855,3.4545454545454546,0.8201995322647244,3.4,0.6913754406977441,3.0,3.0,4.0
ASAMHIST,4.0,3.0,,,A,,"Although he lacks energy a lot of the time, I thought that he was very thorough in presenting the major issues within ASAM history. Also a very nice guy. If I could have, I would have taken another class (I was a senior).",David Yoo ,History department,Mandatory,,although lack energy lot time thought thorough presenting major issue within asam history also nice guy could would taken another class senior,A,4.0,4.0,1,0.0,3.0,0.0,4.0,0.0,4.0,3.0,4.0
FHS10,5.0,3.0,Yes,Yes,A+,No,Best class I have taken so far. Will take one with him again for sure.,Daniel Michon ,Religion & Philosophy department,Not Mandatory,,best class taken far take one sure,A+,4.0,4.9,5,0.22360679774997888,3.6,0.5477225575051661,3.62,0.370135110466435,4.458333333333333,3.0,3.7416666666666667
FWS10,1.5,4.0,Yes,,A,No,"Prof Morrison is one of the worst professors I have ever taken at CMC. His lectures are brutally boring and he talks too much. I didn't learn anything new from his FWS class. Although I did comparatively well in the class, his grading standards are absurd and you don't know why you diddidn't do well. Avoid at all cost.",James Morrison ,Literature department,Mandatory,,prof morrison one worst professor ever taken cmc lecture brutally boring talk much didnt learn anything new fws class although comparatively well class grading standard absurd dont know diddidnt well avoid cost,A,4.0,4.5625,8,1.2374368670764582,2.75,0.8864052604279183,4.0,0.0,4.25,3.0,3.925
FWS10,3.5,1.0,Yes,,A,Yes,Professor Kindley is a good FWS professor. He assigns a very reasonable amount of work and gives pretty good feedback on essays. The class was relatively easy and had some interesting books.,Evan Kindley ,Literature department,Mandatory,,professor kindley good fws professor assigns reasonable amount work give pretty good feedback essay class relatively easy interesting book,A,4.0,3.875,4,0.24999999999999994,1.75,0.9574271077563381,3.85,0.17320508075688765,4.25,3.0,3.925
HIST151,5.0,3.0,Yes,Yes,A,No,"TAKE JANE AUSTEN'S BRITAIN WITH PROF CODY! She is so sweet, so knowledgeable, and not challenging. We read Emma, Mansfield Park, Northanger Abbey, Persuasion, and Sanditon. There is basically NO HOMEWORK... just read the novels! There was the occasional paper, for which she provided great prompts and graded very nicely. Super fun creative proj too!",Lisa Cody ,History department,Mandatory,,take jane austen britain prof cody sweet knowledgeable challenging read emma mansfield park northanger abbey persuasion sanditon basically homework read novel occasional paper provided great prompt graded nicely super fun creative proj,A,4.0,4.8,5,0.44721359549995804,3.0,0.0,4.0,0.0,5.0,3.0,4.0
CHEM014,4.0,2.0,Yes,,B+,Yes,He is hilarious in that he makes these awkward not funny chemistry jokes that are just plain cute. He is a good chemistry professor i think and he really tries hard for his students to succeed in his class. Prepare yourself for weekend exams!,Benson Ngo ,Chemistry department,Not Mandatory,,hilarious make awkward funny chemistry joke plain cute good chemistry professor think really try hard student succeed class prepare weekend exam,B+,3.3,3.7,5,1.3509256086106296,3.2,1.3038404810405297,3.1399999999999997,0.5412947441089742,4.5,2.25,3.825
GOV60,5.0,3.0,Yes,,A+,Yes,Professor Sinha is an incredible professor! I would highly recommend taking her GOV60 course. I took this course freshmen year and it definitely prepared me for the rigor and expectations of other Gov courses at CMC. Sinha is a great lecturer and actively encourages class participation. She is extremely helpful in office hours! Highly recommend! ,Aseema Sinha ,Government department,Mandatory,,professor sinha incredible professor would highly recommend taking gov course took course freshman year definitely prepared rigor expectation gov course cmc sinha great lecturer actively encourages class participation extremely helpful office hour highly recommend,A+,4.0,4.166666666666667,3,1.4433756729740645,3.3333333333333335,0.5773502691896258,3.8000000000000003,0.17320508075688767,4.375,3.5,3.85
CHEM116,5.0,4.0,Yes,Yes,A,Yes,"Prof. Hurlocker is hard (but she's been getting easier) but SO worth it. Yes, she follows the textbook, but personally dont think that's bad at all. Her energy is infectious and she's super accommodating, approachable, and caring about her students' out-of-class wellbeing. Fav science teacher by far!",Brisa Hurlocker ,Chemistry department,Not Mandatory,,prof hurlocker hard shes getting easier worth yes follows textbook personally dont think thats bad energy infectious shes super accommodating approachable caring student outofclass wellbeing fav science teacher far,A,4.0,4.0,3,1.7320508075688772,4.333333333333333,0.5773502691896257,3.5666666666666664,0.7505553499465134,3.888888888888889,4.111111111111111,3.566666666666667
PHYS100,5.0,4.0,Yes,Yes,A,Yes,"TAKE AS MANY CLASSES WITH GOULD AS YOU POSSIBLY CAN. I really thought that I didn't have what it takes to be an engineer because my grades were always bad, but Professor Gould literally was there for me every step of the way. Scot Gould is the GOAT. And you're gonna learn to use Maple for everything. Every class he teaches is lit.",Scot Gould ,Physics department,Not Mandatory,Yes,take many class gould possibly really thought didnt take engineer grade always bad professor gould literally every step way scot gould goat youre gonna learn use maple everything every class teach lit,A,4.0,5.0,1,0.0,4.0,0.0,4.0,0.0,5.0,4.0,4.0
HIST144,4.0,4.0,Yes,No,A-,No,"Fantastic teacher, super knowledgable, and really nice and fair. She's a super hard grader though--as in I'm a history major and the worst history essay grades I've ever gotten were from her. She also doesn't acknowledge whether your comments were right or not after you say them, so class is a bit daunting sometimes.",Lily Geismer ,History department,Mandatory,,fantastic teacher super knowledgable really nice fair shes super hard grader thoughas im history major worst history essay grade ive ever gotten also doesnt acknowledge whether comment right say class bit daunting sometimes,A-,3.7,4.0,3,1.0,3.0,1.0,3.466666666666667,0.4041451884327381,4.0,4.0,3.7
HIS54,4.0,3.0,Yes,Yes,A-,No,"Professor Bjornlie's class appears difficult at first, however, his Hist054 Class, Bread and Circuses, was an excellent choice for my history prereq. The class syllabus includes a lot of reading however it is not necessary to complete the majority of it in its entirety. I highly recommend that you take in-depth notes on your computer for this class",shane Bjornlie ,History department,Mandatory,,professor bjornlies class appears difficult first however hist class bread circus excellent choice history prereq class syllabus includes lot reading however necessary complete majority entirety highly recommend take indepth note computer class,A-,3.7,4.166666666666667,6,0.9309493362512629,3.1666666666666665,0.408248290463863,3.6166666666666667,0.3970726214015098,4.0,3.0,3.7
MATH050,2.0,4.0,Yes,No,B+,Yes,"She doesn't really teach anything but the basics well. Your best chance for learning is talking with other kids in the class and looking up how to solve problems online. Luckily, the class was curved a good amount so if you put in a lot of work you can get a respectable grade.",Helen Wong ,Mathematics department,Mandatory,,doesnt really teach anything basic well best chance learning talking kid class looking solve problem online luckily class curved good amount put lot work get respectable grade,B+,3.3,4.25,4,1.5,3.0,0.816496580927726,3.825,0.3500000000000001,2.0,4.0,3.3
BIOL043,5.0,3.0,Yes,Yes,A,Yes,Professor Finseth is really nice and her class was great! Problem sets are tricky but shell offer a lot of help on them during office hours so definitely go to that. Classes are mostly lecture but her lectures are engaging and theres a lot of opportunities to ask questions.,Findley Finseth ,Biology department,,,professor finseth really nice class great problem set tricky shell offer lot help office hour definitely go class mostly lecture lecture engaging there lot opportunity ask question,A,4.0,4.0,2,1.4142135623730951,3.5,0.7071067811865476,3.5,0.7071067811865476,4.166666666666667,3.3333333333333335,3.6666666666666665
GOVT140,5.0,4.0,Yes,Yes,A-,Yes,"Easily one of the best professors I have had at CMC. Clear expectations, fair grader, and loves meeting with students in office hours. Just so understanding and really cares about her students. Asks good questions which foster great discussions.",Lisa Koch ,Government department,Mandatory,,easily one best professor cmc clear expectation fair grader love meeting student office hour understanding really care student asks good question foster great discussion,A-,3.7,5.0,4,0.0,3.75,0.5,3.6,0.42426406871192857,5.0,4.0,3.7
ECON86,4.0,3.0,Yes,Yes,A,No,"Finley has changed his curriculum to make his class a lot better. He provides notes for the class to print out that make everything really clear and easy to review. A bit dry, but he gets the job done and has a subtle sense of awkward humor.", Andrew Finley ,Economics department,Mandatory,,finley changed curriculum make class lot better provides note class print make everything really clear easy review bit dry get job done subtle sense awkward humor,A,4.0,2.5,2,2.1213203435596424,4.0,1.4142135623730951,2.85,1.6263455967290592,3.611111111111111,3.5555555555555554,3.3
BIO143,4.0,3.0,Yes,Yes,A-,Yes,Professor Ferree is a super caring teacher and is passionate about biology. My only note would be he can be inconsistent/unclear in terms of his grading criteria. Overall great professor that made me love genetics.,Patrick Ferree ,Biology department,Not Mandatory,,professor ferree super caring teacher passionate biology note would inconsistentunclear term grading criterion overall great professor made love genetics,A-,3.7,4.3,5,0.8366600265340757,3.2,0.4472135954999579,3.7399999999999998,0.43358966777357594,3.75,3.5,3.425
ECON050,4.0,4.0,,Yes,B+,No,"Super engaging lectures & not that much homework (homework is a bit difficult but tutoring and office hours makes it very manageable). The exams are HARD, the lectures are mostly general concepts and the exams are mostly calculation and applications. Many people failed & got C's on the first midterm, but extra credit report will help overall grade",Serkan Ozbeklik ,Economics department,Not Mandatory,,super engaging lecture much homework homework bit difficult tutoring office hour make manageable exam hard lecture mostly general concept exam mostly calculation application many people failed got c first midterm extra credit report help overall grade,B+,3.3,3.0,3,1.0,3.6666666666666665,0.5773502691896258,3.3333333333333335,0.35118845842842467,4.21875,3.3125,3.44375
PHIL30,5.0,3.0,Yes,Yes,A-,No,"Dustin Locke was one of my favorite freshmen professors. I was very unsure about philosophy after some extremely boring high school classes, but I loved this class. I took his intro to reality and reason first semester and became a much better thinker, writer, and debater in that time. I recommend him to all my friends, and added him as an advisor",Dustin Locke ,Philosophy department,Mandatory,,dustin locke one favorite freshman professor unsure philosophy extremely boring high school class loved class took intro reality reason first semester became much better thinker writer debater time recommend friend added advisor,A-,3.7,4.285714285714286,7,1.4960264830861913,4.0,0.816496580927726,3.685714285714286,0.3338091841585121,4.8,2.0,3.94
LIT130,4.0,1.0,Yes,Yes,A,No,Not a bad professor. Has a little quirk and quiet demeanor to him. Likes smart students that participate with smart comments. Does not like grading so he will give work that is generally completion. Lots of reading in the first half of the class that is hard to understand. You will probably fall asleep if you're not engaged. But u won't if you are,Thomas Schur ,Literature department,Mandatory,,bad professor little quirk quiet demeanor like smart student participate smart comment like grading give work generally completion lot reading first half class hard understand probably fall asleep youre engaged u wont,A,4.0,4.454545454545454,11,0.6875516509523286,2.272727272727273,1.4206272622267313,3.6636363636363636,0.5296654175472045,4.25,2.75,3.825
GOVT149,5.0,2.0,Yes,Yes,A,No,"Prof. Favretto's class is so interesting and engaging. She teaches with full knowledge and usually connects her topics to current events. I loved attending her classes because it was so straightforward and interesting. She is also an easy grader and grades based on participation (you can just go to office hours instead), 2 tests and a final paper.",Katja Favretto ,Government department,Mandatory,,prof favrettos class interesting engaging teach full knowledge usually connects topic current event loved attending class straightforward interesting also easy grader grade based participation go office hour instead test final paper,A,4.0,5.0,1,0.0,2.0,0.0,4.0,0.0,5.0,2.0,4.0
GOV60,5.0,4.0,Yes,Yes,A-,No,"Professor Sinha is great! If you want to be intellectually challenged, take her class. Otherwise, it can be hard...",Aseema Sinha ,Government department,Mandatory,,professor sinha great want intellectually challenged take class otherwise hard,A-,3.7,4.166666666666667,3,1.4433756729740645,3.3333333333333335,0.5773502691896258,3.8000000000000003,0.17320508075688767,4.375,3.5,3.85
SPAN44,5.0,3.0,Yes,,A,No,"Loved taking this class! You have to put in work, but if you do, you will get a lot out of the class and can easily get an A.",Raquel Vega-Duran ,Modern Languages department,Mandatory,,loved taking class put work get lot class easily get,A,4.0,5.0,2,0.0,2.5,0.7071067811865476,4.0,0.0,4.666666666666667,2.3333333333333335,4.0
LIT137,5.0,2.0,Yes,Yes,A,Yes,"I LOVE HIM. Bio major, but had him for my FWS and took him again for my Lit GE (U.S. Gay & Lesbian Film) because he is so amazing. Nicest guy, knows a lot about both film and literature, and will read entire draft(s) of your essays to give feedback before you hand them in. Almost switched my major after taking his classes, I loved them so much.",James Morrison ,Literature department,,,love bio major fws took lit ge u gay lesbian film amazing nicest guy know lot film literature read entire draft essay give feedback hand almost switched major taking class loved much,A,4.0,4.5625,8,1.2374368670764582,2.75,0.8864052604279183,4.0,0.0,5.0,2.0,4.0
FHS010CM04,4.0,4.0,Yes,Yes,A-,Yes,"Nadon is an amazing Professor. He is extremely intelligent and has the ability to argue anything. Some students think he approaches students harshly during discussions and I somewhat agree, however I think these discussions are valuable and you do get comfortable. He grades fairly and genuinely wants you to be a better thinker/student!",Christopher Nadon ,Government department,Mandatory,,nadon amazing professor extremely intelligent ability argue anything student think approach student harshly discussion somewhat agree however think discussion valuable get comfortable grade fairly genuinely want better thinkerstudent,A-,3.7,3.7777777777777777,9,1.6414763002993509,3.7777777777777777,0.4409585518440985,3.4000000000000004,0.2449489742783179,4.0,4.0,3.7
CALC32,5.0,2.0,Yes,Yes,A,Yes,"Great professor who cares about her students. She gives time to students who are struggling (Time during lectures to do more examples, loads of office hour times). Homework assigned for each Tuesday and Friday, but if you stay ahead, it is not as much as you think. If you study and make good formula sheets for the test, you will do well on tests.",Helen Wong ,Mathematics department,,,great professor care student give time student struggling time lecture example load office hour time homework assigned tuesday friday stay ahead much think study make good formula sheet test well test,A,4.0,4.25,4,1.5,3.0,0.816496580927726,3.825,0.3500000000000001,4.0,2.0,4.0
PHIL032,5.0,5.0,Yes,Yes,A-,Yes,"Best class I've taken at CMC. Convinced me to become a Phil major. The professor explains the material in a very organized and methodical way that helps you understand it entirely, even though the subject is difficult. Class is mostly discussion and activity based which made it really fun. Especially great for someone who's never taken phil before.",Alex Rajczi ,Philosophy department,Mandatory,Yes,best class ive taken cmc convinced become phil major professor explains material organized methodical way help understand entirely even though subject difficult class mostly discussion activity based made really fun especially great someone who never taken phil,A-,3.7,4.666666666666667,6,0.5163977794943222,3.5,0.8366600265340756,3.6833333333333336,0.22286019533929052,5.0,3.6666666666666665,3.8000000000000003
SPAN033,5.0,2.0,Yes,Yes,A,Yes,This was my 6th year of Spanish and Professor Altamirano was the best Spanish teacher I've ever had by a lot. She's super chill and is really clear about what will be on exams. Can't recommend her enough!,Nicole Altamirano ,Modern Languages department,Mandatory,,th year spanish professor altamirano best spanish teacher ive ever lot shes super chill really clear exam cant recommend enough,A,4.0,4.75,10,0.5400617248673217,2.2,0.6324555320336759,3.97,0.09486832980505132,5.0,2.75,4.0
RLST166B,5.0,4.0,Yes,Yes,A-,Yes,"Professor Espinosa's RPGV class was by far the best class I've taken at the 5C's. It's a ton of work, but the content and books assigned are absolutely fascinating. It actually made me almost become a Religious Studies major. Sadly, he's on sabbatical this year, but I can't wait for him to come back so I can take more of his courses!",Gaston Espinosa ,Religious Studies department,Mandatory,,professor espinosas rpgv class far best class ive taken c ton work content book assigned absolutely fascinating actually made almost become religious study major sadly he sabbatical year cant wait come back take course,A-,3.7,3.2,5,1.6431676725154984,3.4,0.8944271909999159,3.6799999999999997,0.24899799195977482,4.0,3.6666666666666665,3.6666666666666665
